Molecule_Name,Smiles,Mouse_fup,Source
CHEMBL5410847,COc1nn(C)cc1C(=O)N[S@@]1(=O)=NC(=O)c2ccc3c(c2)N(C[C@@H]2CCO[C@H]2[C@](CN2CCN4CCOC[C@@H]4C2)(OC)/C(F)=C/C[C@H](C)C1)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,0.0008,CHEMBL 35
CHEMBL4446378,CO[C@H]1/C=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,0.0003,CHEMBL 35
CHEMBL4278502,N#Cc1ccc([C@H](C(=O)NCC(F)(F)C2CC2)N2CCN(C(=O)c3cc(F)ccc3Cl)CC2)cc1,0.11,CHEMBL 35
CHEMBL4292013,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(C)(=O)=O)cc21,0.005,CHEMBL 35
CHEMBL5202351,CC(C)C[C@H](N)c1cc(C#N)c2cc(-c3ccncc3)ccc2n1,0.14,CHEMBL 35
CHEMBL4519273,C=C[C@]1(C)C[C@@H](OC(=O)COc2cc(CN)c3c(c2)B(O)OC3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.11,CHEMBL 35
CHEMBL4549065,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@H](OC(=O)COc1ccc2c(c1F)B(O)OC2)C[C@@](C)(CO)[C@@H](O)[C@@H]3C,0.033,CHEMBL 35
CHEMBL5200009,CNC1=NC(=O)[C@H]([C@H](C)c2c[nH]c3cccc(Cl)c23)O1,0.134,CHEMBL 35
CHEMBL5190916,Cc1cc(NC(=O)CNc2ccc(Cl)cc2Cl)n(C2CCS(=O)(=O)C2)n1,0.131,CHEMBL 35
CHEMBL4851439,FC(F)c1cncc(-c2ccc3ncc4nnc(C5=CCCOCC5)n4c3c2)c1,0.49,CHEMBL 35
CHEMBL5436244,CCOc1ccccc1S(=O)(=O)N1CC(c2nc(-c3ccc(F)cc3Cl)no2)C1,0.014,CHEMBL 35
CHEMBL5437294,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)(S)O[C@@H]3[C@H](O)[C@@H](CO[P@@](=O)(S)O[C@H]2[C@H]1F)O[C@H]3n1cnc2c(=O)[nH]ncc21,0.77,CHEMBL 35
CHEMBL5429721,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(F)cc2Cl)N1C(=O)CCl,0.015,CHEMBL 35
CHEMBL4287248,O=C(O)c1ccc(N2CC3(CCN(Cc4cc(Cl)c(-c5ccc(F)cc5F)c(C5CC5)c4)CC3)OC2=O)cc1,0.062,CHEMBL 35
CHEMBL4289325,O=C(O)c1ccc(N2CC3(CCN(Cc4cc(C(F)(F)F)ccc4C4CC4)CC3)OC2=O)cc1,0.023,CHEMBL 35
CHEMBL3978935,C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21,0.01,CHEMBL 35
CHEMBL3913741,Cc1nn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccccc4[nH]3)C[C@H]2C)cc1CN(C)C,0.053,CHEMBL 35
CHEMBL5409094,COc1nn(C)cc1C(=O)N[S@@]1(=O)=NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]2[C@@H](OC)/C=C/C[C@H](C)C1)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,0.0002,CHEMBL 35
CHEMBL5420347,CCOc1ccccc1S(=O)(=O)N1CC(c2nc(-c3ccc(F)cc3)no2)C1,0.012,CHEMBL 35
CHEMBL4162307,COc1ccc(-c2ccccc2-c2csc(N(C(=O)[C@@H](CC(=O)O)CC3CCCC3)C3CC3)n2)cn1,0.0023,CHEMBL 35
CHEMBL4177037,CC(C)C[C@H](CC(=O)O)C(=O)N(c1nc(-c2ccccc2-c2ccc(-n3cccn3)nc2)cs1)C1CC1,0.0075,CHEMBL 35
CHEMBL5402829,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccc(F)cc2)n1,0.008,CHEMBL 35
CHEMBL5405569,CNc1cc(Nc2cccn(-c3ncccc3F)c2=O)nc2c(C(=O)N[C@@H]3C[C@@H]3F)cnn12,0.01,CHEMBL 35
CHEMBL4449082,C[C@@H]1CN(c2cc(F)c3c(c2)N(C)C(=O)C32CCN(c3nc4c(c(=O)[nH]3)CCCN4C)CC2)C[C@H](C)O1,0.006,CHEMBL 35
CHEMBL4544881,Cc1cn2cc(-c3cc(=O)n4cc(N5CCN(C)CC5)ccc4n3)cc(F)c2n1,0.17,CHEMBL 35
CHEMBL5285251,Cc1[nH]c(C(=O)Nc2nc3c(N4CCOC[C@@H]4C)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.011,CHEMBL 35
CHEMBL5416167,Cc1[nH]c(C(=O)Nc2nc3c(OCc4ccc(S(C)(=O)=O)cc4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.0027,CHEMBL 35
CHEMBL4871682,Cc1[nH]c(C(=O)Nc2nc3c(OCc4cccc(F)c4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.0059,CHEMBL 35
CHEMBL5394750,Cc1[nH]c(C(=O)/N=c2\sc3cc(C(=O)O)ccc3n2CC(=O)c2ccc(S(C)(=O)=O)cc2)c(Cl)c1Cl,0.0007,CHEMBL 35
CHEMBL5187543,CNC(=O)c1ccc(-c2nnc(Cc3c[nH]c4cnccc34)nc2-c2ccccc2)cc1,0.038,CHEMBL 35
CHEMBL3917571,Cc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)ccc1F,0.029,CHEMBL 35
CHEMBL5069779,Cc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C(F)(F)F)c2)ccn1,0.017,CHEMBL 35
CHEMBL5400556,CC1(Nc2nc(N)nc3nc(-c4cc[nH]n4)ccc23)CC1,0.43,CHEMBL 35
CHEMBL4107402,C=CC(=O)N1CCC([C@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,0.051,CHEMBL 35
CHEMBL5419663,CCC[C@@H](CCO)Nc1nc(N)nc2cnn(Cc3ccc(CNC4CCOCC4)cc3OC)c12,0.41,CHEMBL 35
CHEMBL5189938,Cc1cc2c(Nc3ccccc3F)cc(C(=O)NC3CCOCC3)nc2cn1,0.118,CHEMBL 35
CHEMBL5190013,Cc1ccc2nc(C(=O)NC[C@@H](F)CO)cc(Nc3ccccc3F)c2c1,0.014,CHEMBL 35
CHEMBL5202890,O=C(NC[C@@H](F)CO)c1cc(Nc2ccccc2F)c2cc(Br)ccc2n1,0.006,CHEMBL 35
CHEMBL4557670,C[C@H]1SC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F,0.15,CHEMBL 35
CHEMBL5085580,CC(O)c1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,0.0584,CHEMBL 35
CHEMBL5177641,Fc1ccc(CO[C@H]2CCCN(Cc3cn4ccccc4n3)C2)cc1F,0.087,CHEMBL 35
CHEMBL5080010,O=C1NC2(CC2)COc2ncc(F)cc2[C@H]2COCCN2c2ccn3ncc1c3n2,0.11,CHEMBL 35
CHEMBL5406857,Cc1[nH]c(C(=O)N(C)c2nc3c(O)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.0444,CHEMBL 35
CHEMBL5092306,Cc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C(F)F)c2)ccn1,0.02,CHEMBL 35
CHEMBL5088205,CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)cc1C(F)F,0.018,CHEMBL 35
CHEMBL5089410,CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)nc1C(F)F,0.046,CHEMBL 35
CHEMBL5175548,Cn1ncc2cc(CN3CCC(OCc4cccc(C(F)(F)F)c4)CC3)ccc21,0.057,CHEMBL 35
CHEMBL3945969,COc1cc(-c2cc(F)cc(Cl)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,0.014,CHEMBL 35
CHEMBL5208293,CCc1nc([C@@H](N)CC(C)C)nc2ccc(-c3cnco3)cc12,0.11,CHEMBL 35
CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.8,CHEMBL 35
CHEMBL5206101,O=C(Nc1nc2cccc(C3CCC4(CC3)CCN(C(=O)[C@@H]3CC3(F)F)C4)n2n1)C1CC1,0.112,CHEMBL 35
CHEMBL5172397,O=C(Nc1nc2cccc(C3CCC4(CC3)CN(C(=O)[C@@H]3CC3(F)F)C4)n2n1)C1CC1,0.259,CHEMBL 35
CHEMBL4802040,O=C(c1cnc(NCc2cnccn2)nc1)N1CCC2(CCOCC2)C1,0.941,CHEMBL 35
CHEMBL5407965,Cc1[nH]c(C(=O)Nc2nc3c(OC(C)c4ccc(CN5CCOCC5)cc4)cc(C(=O)O)cc3s2)cc1C#N,0.05,CHEMBL 35
CHEMBL5400350,Cc1[nH]c(C(=O)Nc2nc3c(OC(CN4CCOCC4)C(F)(F)F)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.001,CHEMBL 35
CHEMBL5083414,NC(=O)[C@@H]1C[C@H](F)CN1Cc1ccc(OCc2cccc(F)c2)cc1,0.0516,CHEMBL 35
CHEMBL5407700,O=c1nc(NC2CC2)n2ccc(C(F)(F)F)cc2c1-c1cccnc1F,0.091,CHEMBL 35
CHEMBL4107804,Cc1cccnc1N(C(=O)c1ccc(-c2cnn3cccnc23)cc1)[C@@H]1CCCNC1,0.0037,CHEMBL 35
CHEMBL5397170,OC[C@H]1O[C@H](Sc2cc(Cl)c(F)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cscn3)nn2)[C@H]1O,0.015,CHEMBL 35
CHEMBL4237244,CC(C)Cc1ccc2ncccc2c1NS(=O)(=O)c1ccc(CCCO[C@@H]2C[C@H]3CC[C@@H](C2)N3C)cc1,0.18,CHEMBL 35
CHEMBL5283284,CC(C)(C(=O)Nc1ccc(-c2cncc(C(F)(F)F)n2)cn1)c1csc(NS(=O)(=O)C2CC2)n1,0.01,CHEMBL 35
CHEMBL4169078,N#Cc1cnc(Nc2cc(NC[C@H]3CNCCO3)c(C(F)(F)F)cn2)cn1,0.0019,CHEMBL 35
CHEMBL4788846,O=c1[nH]nc(-c2ccc(Cl)c(C(F)(F)F)c2)o1,0.069,CHEMBL 35
CHEMBL5288931,Cc1ncc(-c2nc3c(OC4(C)CC4)nc(Nc4cnn(C5CCN(C)CC5)c4)nc3cc2F)cn1,0.16,CHEMBL 35
CHEMBL2059865,Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,0.04,CHEMBL 35
CHEMBL4634542,C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,0.016,CHEMBL 35
CHEMBL4159471,Cc1cc(NC(=O)c2cccc(S(=O)(=O)N[C@H]3CCOC3)c2)ccc1F,0.126,CHEMBL 35
CHEMBL5276028,COc1cc(NC(=O)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)nc(OC)n1,0.69,CHEMBL 35
CHEMBL5287784,Cc1cn(-c2ccc(C(F)(F)F)nc2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc12,0.014,CHEMBL 35
CHEMBL4285417,C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,0.54,CHEMBL 35
CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,0.098,CHEMBL 35
CHEMBL5437247,COCCOCCn1nc(C)c2c1CSCc1cc(n(C)n1)CSc1cc(c3ccccc3c1)OCCCn1c(C(=O)O)c(C)c3c-2c(Cl)ccc31,0.0003,CHEMBL 35
CHEMBL5083517,CC(=O)N[C@H]1CCCCNC(=O)CC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@H](CC(C)C)NC1=O,0.184,CHEMBL 35
CHEMBL5423328,CC(=O)N/C(N)=N/C(=N/S(=O)(=O)c1ccc(I)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1,0.998,CHEMBL 35
CHEMBL5191228,O=C(Nc1nc2cccc(C3CCC4(CC3)CCN(C(=O)[C@@H]3CC3(F)F)CC4)n2n1)C1CC1,0.057,CHEMBL 35
CHEMBL1688852,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.05,CHEMBL 35
CHEMBL2325503,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,0.035,CHEMBL 35
CHEMBL4215835,CC(CC(=O)O)c1cccc(-n2c(C(N)=O)cc3ccc(OC(F)(F)F)cc32)n1,0.05,CHEMBL 35
CHEMBL4165849,COc1cc(C(=O)Nc2cc(OC(F)(F)F)ccc2-n2cncn2)ccc1OC(C)C,0.063,CHEMBL 35
CHEMBL5276801,Cc1cn(-c2cccc(C(F)(F)F)c2)c2cc(F)c(C(=O)NS(C)(=O)=O)cc12,0.004,CHEMBL 35
CHEMBL4172928,O=C(O)C[C@@H](Cc1ccccc1)C(=O)N(c1nc(-c2cc(Cl)ccc2Cl)cs1)C1CC1,0.0001,CHEMBL 35
CHEMBL3544964,Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,0.058,CHEMBL 35
CHEMBL3966250,C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2nc3cc(OCCO)ccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21,0.03,CHEMBL 35
CHEMBL3926191,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OC)cc3)nn21,0.283,CHEMBL 35
CHEMBL3979678,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC(C)(C)C)nc34)[nH]c21,0.084,CHEMBL 35
CHEMBL5185192,O=C(Nc1nc2cccc(C3CCC(NC(=O)C4(F)CC4)CC3)n2n1)C1CC1,0.28,CHEMBL 35
CHEMBL5393777,COC(=O)Nc1nc(C)c(S(=O)(=O)N2CCN(C[C@H](C)Nc3ncnc4c(-c5c(C)noc5C)cccc34)CC2)s1,0.0043,CHEMBL 35
CHEMBL2325697,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,0.14,CHEMBL 35
CHEMBL5208124,Fc1ccc(COC2CCN(Cc3cn4ccccc4n3)CC2)cc1F,0.428,CHEMBL 35
CHEMBL4802043,CCOc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C#Cc2cnc(C(=O)O)cc2OC)c2ncccc12,0.006,CHEMBL 35
CHEMBL5202890,O=C(NC[C@@H](F)CO)c1cc(Nc2ccccc2F)c2cc(Br)ccc2n1,0.008,CHEMBL 35
CHEMBL4439276,Cc1c(-c2c(-c3ccc(F)o3)sc3ncnc(O[C@H](Cc4ccccc4OCc4ccnn4CC(F)(F)F)C(=O)O)c23)ccc(OCCN2CCN(C)CC2)c1Cl,0.0002,CHEMBL 35
CHEMBL3984425,C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1,0.022,CHEMBL 35
CHEMBL3581693,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,0.011,CHEMBL 35
CHEMBL5087151,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2,0.012,CHEMBL 35
CHEMBL4522981,CCn1c(=O)c2c(C)c(C(=O)N3CCC(O)CC3)sc2n(CCC(F)(F)F)c1=O,0.3,CHEMBL 35
CHEMBL4297627,C[C@@H]1CCc2ncc(F)cc2[C@H]2CCCN2c2ccn3ncc(c3n2)C(=O)N1,0.02,CHEMBL 35
CHEMBL4748154,CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nnco4)c(N[C@H](CO)c4ccccc4)n3)cc21,0.021,CHEMBL 35
CHEMBL4206619,O=C(Nc1ccc(O)c(C(=O)O)c1)c1ccc(NC(=O)c2ccco2)cc1,0.029,CHEMBL 35
CHEMBL5207823,c1ccc(-c2nnc(Cc3c[nH]c4cnccc34)nc2-c2ccccc2)cc1,0.019,CHEMBL 35
CHEMBL4459971,CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,0.02,CHEMBL 35
CHEMBL1542244,c1csc(-c2nnc(Cc3cccc4ccccc34)o2)c1,0.011,CHEMBL 35
CHEMBL38434,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,0.0073,CHEMBL 35
CHEMBL5275604,Cc1[nH]c(C(=O)Nc2nc3c(N4CCOCC4C)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.011,CHEMBL 35
CHEMBL5268278,COc1cccc(NC(=O)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)c1,0.8,CHEMBL 35
CHEMBL5209079,Fc1ccc(CO[C@H]2CCCN(Cc3ncn4ccccc34)C2)cc1F,0.181,CHEMBL 35
CHEMBL5201507,Cn1ncc2cc(CN3CCC(OCc4ccc(Cl)c(F)c4)CC3)ccc21,0.052,CHEMBL 35
CHEMBL3421729,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,0.024,CHEMBL 35
CHEMBL4588277,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C4CC4)ncnc3C3CC3)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,0.08,CHEMBL 35
CHEMBL4112930,C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34,0.15,CHEMBL 35
CHEMBL4648137,O=C(CCCCCc1ccccc1)N[C@H]1CC[C@H](O)CC1,0.00033,CHEMBL 35
CHEMBL3115821,O=C(Nc1ccc(F)c(-c2nc3cc(-c4ccccc4)cnc3[nH]2)c1)N1CCCC1,0.027,CHEMBL 35
CHEMBL5282643,COc1cc(F)cc2c(N3CCN4c5c(F)cccc5OC[C@@H]4C3)c(C#N)nnc12,0.024,CHEMBL 35
CHEMBL4445645,C[C@@H]1CN(c2ncc(Cl)c(Nc3ccc4c(c3)n(CCC(C)(C)O)c(=O)n4C)n2)C[C@H](C)C1(F)F,0.0007,CHEMBL 35
CHEMBL5195115,CNC1=NC(=O)[C@H]([C@H](C)c2c[nH]c3cccc(C)c23)O1,0.276,CHEMBL 35
CHEMBL3985767,Cc1ccc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1,0.026,CHEMBL 35
CHEMBL3662190,CC1(COc2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc2C2CC2)CCC2(CC1)CC2,0.001,CHEMBL 35
CHEMBL5209344,Cn1ncc2cc(CN3CCC(OCc4ccc(F)c(F)c4)CC3)ccc21,0.166,CHEMBL 35
CHEMBL5196102,Fc1cc(COC2CCN(Cc3cn4ccccc4n3)CC2)ccc1Cl,0.224,CHEMBL 35
CHEMBL4447340,CC1=C(c2cccc(O)c2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)cc21,0.00019,CHEMBL 35
CHEMBL4438260,CC1=C(c2ccc(F)cc2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)cc21,0.00004,CHEMBL 35
CHEMBL5182222,OC[C@H]1O[C@H](Sc2cncc(Br)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,0.042,CHEMBL 35
CHEMBL5170381,Fc1ccc(COC2CCN(Cc3ccc4[nH]cnc4c3)CC2)cc1F,0.401,CHEMBL 35
CHEMBL3917026,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OCC4CC4)cc3)nn21,0.0395,CHEMBL 35
CHEMBL5178575,FC(F)(F)c1c(Cl)ccc(-n2ccnn2)c1Cl,0.042,CHEMBL 35
CHEMBL4573938,COc1ccc(-c2c(Nc3ccccn3)[nH]c3c(C4=CCCCC4)c(-c4ccccc4)nn3c2=O)cc1,0.0028,CHEMBL 35
CHEMBL3409588,O=c1cc(-c2ccnc(NC3CCOCC3)n2)ccn1[C@H](CO)c1ccc(Cl)c(F)c1,0.058,CHEMBL 35
CHEMBL5190239,Cc1nc(CN2CCC(OCc3ccc(Cl)c(F)c3)CC2)c2ccccn12,0.132,CHEMBL 35
CHEMBL5087121,CN(C)C(=O)COC(=O)c1cc(-c2ccc([C@H]3C[C@H]4C[C@@H]3CN4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,0,CHEMBL 35
CHEMBL473417,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,0.026,CHEMBL 35
CHEMBL4212721,NCCCNC(=O)c1ccc(-c2cc(C(=O)O)cc(-n3cc(-c4ccc(C(F)(F)F)cc4)nn3)c2)s1,0.0083,CHEMBL 35
CHEMBL3912712,Cc1ccc(C2=C(c3nn[nH]n3)C(O)=N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,0.019,CHEMBL 35
CHEMBL4872886,CC(C)C[C@@H](N)C(=O)Nc1ccc(-c2cnco2)c(OC(F)F)c1,0.041,CHEMBL 35
CHEMBL4298138,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,0.05,CHEMBL 35
CHEMBL3421730,C[C@H]1c2cccc(C(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,0.051,CHEMBL 35
CHEMBL4278903,CC(C)C(=O)N1CCC(c2cn(C)c3ncc(NC(=O)c4cccc(C#N)c4)c(C(F)(F)F)c23)CC1,0.62,CHEMBL 35
CHEMBL4448872,O=c1[nH]c(N2CCC3(CC2)CN(CCO)c2cc(F)cc(F)c23)nc2c1CCCC2,0.004,CHEMBL 35
CHEMBL5091825,OCCOCc1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,0.0968,CHEMBL 35
CHEMBL3945969,COc1cc(-c2cc(F)cc(Cl)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,0.0017,CHEMBL 35
CHEMBL4650215,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,0.261,CHEMBL 35
CHEMBL5170670,Fc1ccc(COC2CCN(Cc3cc4ccc(Cl)cc4[nH]3)CC2)cc1F,0.004,CHEMBL 35
CHEMBL2347208,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,0.24,CHEMBL 35
CHEMBL4176971,COc1ccc(C(=O)Nc2cc(OC(F)(F)F)ccc2-n2cncn2)cc1OC,0.178,CHEMBL 35
CHEMBL3936761,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,0.051,CHEMBL 35
CHEMBL5187721,Fc1cc(COC2CCN(Cc3ccc4[nH]cnc4c3)CC2)ccc1Cl,0.171,CHEMBL 35
CHEMBL4541614,Cc1nc(C)c(C(=O)Nc2ccc(F)c(-c3nc4ncc(-c5ccccn5)cn4n3)c2)o1,0.127,CHEMBL 35
CHEMBL5194899,CC(C)C[C@H](N)c1cc(C#N)c2cc(-c3cnco3)ccc2n1,0.03,CHEMBL 35
CHEMBL5181579,OC[C@H]1O[C@H](Sc2ccc(Cl)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,0.0078,CHEMBL 35
CHEMBL256470,Cc1csc2c(N[C@@H](C)CN3CCN(S(=O)(=O)c4ccc(Cl)c(Cl)c4)CC3)ncnc12,0.0065,CHEMBL 35
